link,paragraphe
https://www.20minutes.fr/sport/football/,"Le choix de Kylian Mbappé de ne pas honorer ses engagements avec les partenaires des Bleus, mardi à Clairefontaine, va forcément faire bouger les lignes"
https://www.20minutes.fr/sport/football/,"Auteur d’un but sur penalty, Neymar a joué un rôle important jeudi dans la facile victoire du Brésil, déjà qualifié pour le Mondial 2022, face au Chili (4-0)"
link,paragraphe
https://www.lequipe.fr/Football/,Tous les buts de jeudi
https://www.bbc.com/sport/football,"How Matt Gould, on-loan Nantwich Town keeper and Wigan Athletic academy goalkeeping coach, got a World Cup call-up from New Zealand."
https://www.eurosport.fr/football/,"Les équipes à surveiller cette saison : Real Madrid, FC Barcelona, Manchester United, PSG et Bayern Munich."
https://www.eurosport.fr/football/,"Suivez toute l'actualité des transferts football et suivez les meilleurs joueurs du foot professionnel : Cristiano Ronaldo, Lionel Messi, Neymar et tous vos favoris."
https://www.eurosport.fr/football/,Regardez les vidéos de football en tendance avec les moments forts des derniers matchs. Retrouvez les plus beaux buts de la saison et les meilleures équipes en action.
https://www.francefootball.fr/,"Chaque semaine, composez la meilleure équipe de Ligue 1 et gagnez de nombreux lots."
https://en.wikipedia.org/wiki/Football,"There are a number of references to traditional, ancient, or prehistoric ball games played in many different parts of the world.[2][3][4] Contemporary codes of football can be traced back to the codification of these games at English public schools during the 19th century.[5][6] The expansion and cultural influence of the British Empire allowed these rules of football to spread to areas of British influence outside the directly controlled Empire.[7] By the end of the 19th century, distinct regional codes were already developing: Gaelic football, for example, deliberately incorporated the rules of local traditional football games in order to maintain their heritage.[8] In 1888, The Football League was founded in England, becoming the first of many professional football associations. During the 20th century, several of the various kinds of football grew to become some of the most popular team sports in the world.[9]"
https://en.wikipedia.org/wiki/Football,"Games played in Mesoamerica with rubber balls by indigenous peoples are also well-documented as existing since before this time, but these had more similarities to basketball or volleyball, and no links have been found between such games and modern football sports. Northeastern American Indians, especially the Iroquois Confederation, played a game which made use of net racquets to throw and catch a small ball; however, although it is a ball-goal foot game, lacrosse (as its modern descendant is called) is likewise not usually classed as a form of ""football.""[citation needed]"
https://en.wikipedia.org/wiki/Football,"The Māori in New Zealand played a game called Ki-o-rahi consisting of teams of seven players play on a circular field divided into zones, and score points by touching the 'pou' (boundary markers) and hitting a central 'tupu' or target.[citation needed]"
https://en.wikipedia.org/wiki/Football,"The Middle Ages saw a huge rise in popularity of annual Shrovetide football matches throughout Europe, particularly in England. An early reference to a ball game played in Britain comes from the 9th-century Historia Brittonum, attributed to Nennius, which describes ""a party of boys ... playing at ball"".[30] References to a ball game played in northern France known as La Soule or Choule, in which the ball was propelled by hands, feet, and sticks,[31] date from the 12th century.[32]"
https://en.wikipedia.org/wiki/Football,"In 1314, Nicholas de Farndone, Lord Mayor of the City of London issued a decree banning football in the French used by the English upper classes at the time. A translation reads: ""[f]orasmuch as there is great noise in the city caused by hustling over large foot balls [rageries de grosses pelotes de pee][39] in the fields of the public from which many evils might arise which God forbid: we command and forbid on behalf of the king, on pain of imprisonment, such game to be used in the city in the future."" This is the earliest reference to football."
https://en.wikipedia.org/wiki/Football,"There is also an account in Latin from the end of the 15th century of football being played at Caunton, Nottinghamshire. This is the first description of a ""kicking game"" and the first description of dribbling: ""[t]he game at which they had met for common recreation is called by some the foot-ball game. It is one in which young men, in country sport, propel a huge ball not by throwing it into the air but by striking it and rolling it along the ground, and that not with their hands but with their feet... kicking in opposite directions."" The chronicler gives the earliest reference to a football pitch, stating that: ""[t]he boundaries have been marked and the game had started.[37]"
https://en.wikipedia.org/wiki/Football,"While football continued to be played in various forms throughout Britain, its public schools (equivalent to private schools in other countries) are widely credited with four key achievements in the creation of modern football codes. First of all, the evidence suggests that they were important in taking football away from its ""mob"" form and turning it into an organised team sport. Second, many early descriptions of football and references to it were recorded by people who had studied at these schools. Third, it was teachers, students, and former students from these schools who first codified football games, to enable matches to be played between schools. Finally, it was at English public schools that the division between ""kicking"" and ""running"" (or ""carrying"") games first became clear."
https://en.wikipedia.org/wiki/Football,"The earliest evidence that games resembling football were being played at English public schools – mainly attended by boys from the upper, upper-middle and professional classes – comes from the Vulgaria by William Herman in 1519. Herman had been headmaster at Eton and Winchester colleges and his Latin textbook includes a translation exercise with the phrase ""We wyll playe with a ball full of wynde"".[50]"
https://en.wikipedia.org/wiki/Football,"Richard Mulcaster, a student at Eton College in the early 16th century and later headmaster at other English schools, has been described as ""the greatest sixteenth Century advocate of football"".[51] Among his contributions are the earliest evidence of organised team football. Mulcaster's writings refer to teams (""sides"" and ""parties""), positions (""standings""), a referee (""judge over the parties"") and a coach ""(trayning maister)"". Mulcaster's ""footeball"" had evolved from the disordered and violent forms of traditional football:"
https://en.wikipedia.org/wiki/Football,"English public schools were the first to codify football games. In particular, they devised the first offside rules, during the late 18th century.[57] In the earliest manifestations of these rules, players were ""off their side"" if they simply stood between the ball and the goal which was their objective. Players were not allowed to pass the ball forward, either by foot or by hand. They could only dribble with their feet, or advance the ball in a scrum or similar formation. However, offside laws began to diverge and develop differently at each school, as is shown by the rules of football from Winchester, Rugby, Harrow and Cheltenham, during between 1810 and 1850.[57] The first known codes – in the sense of a set of rules – were those of Eton in 1815[58] and Aldenham in 1825.[58])"
https://en.wikipedia.org/wiki/Football,"Football was adopted by a number of public schools as a way of encouraging competitiveness and keeping youths fit. Each school drafted its own rules, which varied widely between different schools and were changed over time with each new intake of pupils. Two schools of thought developed regarding rules. Some schools favoured a game in which the ball could be carried (as at Rugby, Marlborough and Cheltenham), while others preferred a game where kicking and dribbling the ball was promoted (as at Eton, Harrow, Westminster and Charterhouse). The division into these two camps was partly the result of circumstances in which the games were played. For example, Charterhouse and Westminster at the time had restricted playing areas; the boys were confined to playing their ball game within the school cloisters, making it difficult for them to adopt rough and tumble running games.[citation needed]"
https://en.wikipedia.org/wiki/Football,"William Webb Ellis, a pupil at Rugby School, is said to have ""with a fine disregard for the rules of football, as played in his time [emphasis added], first took the ball in his arms and ran with it, thus creating the distinctive feature of the rugby game."" in 1823. This act is usually said to be the beginning of Rugby football, but there is little evidence that it occurred, and most sports historians believe the story to be apocryphal. The act of 'taking the ball in his arms' is often misinterpreted as 'picking the ball up' as it is widely believed that Webb Ellis' 'crime' was handling the ball, as in modern association football, however handling the ball at the time was often permitted and in some cases compulsory,[59] the rule for which Webb Ellis showed disregard was running forward with it as the rules of his time only allowed a player to retreat backwards or kick forwards."
https://en.wikipedia.org/wiki/Football,"Apart from Rugby football, the public school codes have barely been played beyond the confines of each school's playing fields. However, many of them are still played at the schools which created them (see Surviving UK school games below)."
https://en.wikipedia.org/wiki/Football,The earliest known matches between public schools are as follows:
https://en.wikipedia.org/wiki/Football,"Sports clubs dedicated to playing football began in the 18th century, for example London's Gymnastic Society which was founded in the mid-18th century and ceased playing matches in 1796.[64][62]"
https://en.wikipedia.org/wiki/Football,"The first documented club to bear in the title a reference to being a 'football club' were called ""The Foot-Ball Club"" who were located in Edinburgh, Scotland, during the period 1824–41.[65][66] The club forbade tripping but allowed pushing and holding and the picking up of the ball.[66]"
https://en.wikipedia.org/wiki/Football,The earliest known matches involving non-public school clubs or institutions are as follows:
https://en.wikipedia.org/wiki/Football,"During the nineteenth century, several codifications of the rules of football were made at the University of Cambridge, in order to enable students from different public schools to play each other. The Cambridge Rules of 1863 influenced the decision of Football Association to ban Rugby-style carrying of the ball in its own first set of laws.[101]"
https://en.wikipedia.org/wiki/Football,"By the late 1850s, many football clubs had been formed throughout the English-speaking world, to play various codes of football. Sheffield Football Club, founded in 1857 in the English city of Sheffield by Nathaniel Creswick and William Prest, was later recognised as the world's oldest club playing association football.[102] However, the club initially played its own code of football: the Sheffield rules. The code was largely independent of the public school rules, the most significant difference being the lack of an offside rule."
https://en.wikipedia.org/wiki/Football,"The code was responsible for many innovations that later spread to association football. These included free kicks, corner kicks, handball, throw-ins and the crossbar.[103] By the 1870s they became the dominant code in the north and midlands of England. At this time a series of rule changes by both the London and Sheffield FAs gradually eroded the differences between the two games until the adoption of a common code in 1877."
https://en.wikipedia.org/wiki/Football,"In July 1858, Tom Wills, an Australian-born cricketer educated at Rugby School in England, wrote a letter to Bell's Life in Victoria & Sporting Chronicle, calling for a ""foot-ball club"" with a ""code of laws"" to keep cricketers fit during winter.[104] This is considered by historians to be a defining moment in the creation of Australian rules football. Through publicity and personal contacts Wills was able to co-ordinate football matches in Melbourne that experimented with various rules,[105] the first of which was played on 31 July 1858. One week later, Wills umpired a schoolboys match between Melbourne Grammar School and Scotch College. Following these matches, organised football in Melbourne rapidly increased in popularity."
https://en.wikipedia.org/wiki/Football,"Wills and others involved in these early matches formed the Melbourne Football Club (the oldest surviving Australian football club) on 14 May 1859. Club members Wills, William Hammersley, J. B. Thompson and Thomas H. Smith met with the intention of forming a set of rules that would be widely adopted by other clubs. The committee debated rules used in English public school games; Wills pushed for various rugby football rules he learnt during his schooling. The first rules share similarities with these games, and were shaped to suit to Australian conditions. H. C. A. Harrison, a seminal figure in Australian football, recalled that his cousin Wills wanted ""a game of our own"".[106] The code was distinctive in the prevalence of the mark, free kick, tackling, lack of an offside rule and that players were specifically penalised for throwing the ball."
https://en.wikipedia.org/wiki/Football,"The Melbourne football rules were widely distributed and gradually adopted by the other Victorian clubs. The rules were updated several times during the 1860s to accommodate the rules of other influential Victorian football clubs. A significant redraft in 1866 by H. C. A. Harrison's committee accommodated the Geelong Football Club's rules, making the game then known as ""Victorian Rules"" increasingly distinct from other codes. It soon adopted cricket fields and an oval ball, used specialised goal and behind posts, and featured bouncing the ball while running and spectacular high marking. The game spread quickly to other Australian colonies. Outside its heartland in southern Australia, the code experienced a significant period of decline following World War I but has since grown throughout Australia and in other parts of the world, and the Australian Football League emerged as the dominant professional competition."
https://en.wikipedia.org/wiki/Football,"During the early 1860s, there were increasing attempts in England to unify and reconcile the various public school games. In 1862, J. C. Thring, who had been one of the driving forces behind the original Cambridge Rules, was a master at Uppingham School and he issued his own rules of what he called ""The Simplest Game"" (these are also known as the Uppingham Rules). In early October 1863 another new revised version of the Cambridge Rules was drawn up by a seven member committee representing former pupils from Harrow, Shrewsbury, Eton, Rugby, Marlborough and Westminster."
https://en.wikipedia.org/wiki/Football,"At the Freemasons' Tavern, Great Queen Street, London on the evening of 26 October 1863, representatives of several football clubs in the London Metropolitan area met for the inaugural meeting of The Football Association (FA). The aim of the Association was to establish a single unifying code and regulate the playing of the game among its members. Following the first meeting, the public schools were invited to join the association. All of them declined, except Charterhouse and Uppingham. In total, six meetings of the FA were held between October and December 1863. After the third meeting, a draft set of rules were published. However, at the beginning of the fourth meeting, attention was drawn to the recently published Cambridge Rules of 1863. The Cambridge rules differed from the draft FA rules in two significant areas; namely running with (carrying) the ball and hacking (kicking opposing players in the shins). The two contentious FA rules were as follows:"
https://en.wikipedia.org/wiki/Football,"IX. A player shall be entitled to run with the ball towards his adversaries' goal if he makes a fair catch, or catches the ball on the first bound; but in case of a fair catch, if he makes his mark he shall not run. X. If any player shall run with the ball towards his adversaries' goal, any player on the opposite side shall be at liberty to charge, hold, trip or hack him, or to wrest the ball from him, but no player shall be held and hacked at the same time.[107]"
https://en.wikipedia.org/wiki/Football,"At the fifth meeting it was proposed that these two rules be removed. Most of the delegates supported this, but F. M. Campbell, the representative from Blackheath and the first FA treasurer, objected. He said: ""hacking is the true football"". However, the motion to ban running with the ball in hand and hacking was carried and Blackheath withdrew from the FA. After the final meeting on 8 December, the FA published the ""Laws of Football"", the first comprehensive set of rules for the game later known as Association Football. The term ""soccer"", in use since the late 19th century, derives from an Oxford University abbreviation of ""Association"".[108]"
https://en.wikipedia.org/wiki/Football,"The first FA rules still contained elements that are no longer part of association football, but which are still recognisable in other games (such as Australian football and rugby football): for instance, a player could make a fair catch and claim a mark, which entitled him to a free kick; and if a player touched the ball behind the opponents' goal line, his side was entitled to a free kick at goal, from 15 yards (13.5 metres) in front of the goal line."
https://en.wikipedia.org/wiki/Football,"In Britain, by 1870, there were 49 clubs playing variations of the Rugby school game.[109] There were also ""rugby"" clubs in Ireland, Australia, Canada and New Zealand. However, there was no generally accepted set of rules for rugby until 1871, when 21 clubs from London came together to form the Rugby Football Union (RFU). The first official RFU rules were adopted in June 1871.[110] These rules allowed passing the ball. They also included the try, where touching the ball over the line allowed an attempt at goal, though drop-goals from marks and general play, and penalty conversions were still the main form of contest."
https://en.wikipedia.org/wiki/Football,"As was the case in Britain, by the early 19th century, North American schools and universities played their own local games, between sides made up of students. For example, students at Dartmouth College in New Hampshire played a game called Old division football, a variant of the association football codes, as early as the 1820s.[48] They remained largely ""mob football"" style games, with huge numbers of players attempting to advance the ball into a goal area, often by any means necessary. Rules were simple, violence and injury were common.[47] The violence of these mob-style games led to widespread protests and a decision to abandon them. Yale University, under pressure from the city of New Haven, banned the play of all forms of football in 1860, while Harvard University followed suit in 1861.[47] In its place, two general types of football evolved: ""kicking"" games and ""running"" (or ""carrying"") games. A hybrid of the two, known as the ""Boston game"", was played by a group known as the Oneida Football Club. The club, considered by some historians as the first formal football club in the United States, was formed in 1862 by schoolboys who played the ""Boston game"" on Boston Common.[47][111] The game began to return to American college campuses by the late 1860s. The universities of Yale, Princeton (then known as the College of New Jersey), Rutgers, and Brown all began playing ""kicking"" games during this time. In 1867, Princeton used rules based on those of the English Football Association.[47]"
https://en.wikipedia.org/wiki/Football,"In 1880, Yale coach Walter Camp, who had become a fixture at the Massasoit House conventions where the rules were debated and changed, devised a number of major innovations. Camp's two most important rule changes that diverged the American game from rugby were replacing the scrummage with the line of scrimmage and the establishment of the down-and-distance rules.[119] American football still however remained a violent sport where collisions often led to serious injuries and sometimes even death.[120] This led U.S. President Theodore Roosevelt to hold a meeting with football representatives from Harvard, Yale, and Princeton on 9 October 1905, urging them to make drastic changes.[121] One rule change introduced in 1906, devised to open up the game and reduce injury, was the introduction of the legal forward pass. Though it was underutilised for years, this proved to be one of the most important rule changes in the establishment of the modern game.[122]"
https://en.wikipedia.org/wiki/Football,"Over the years, Canada absorbed some of the developments in American football in an effort to distinguish it from a more rugby-oriented game. In 1903, the Ontario Rugby Football Union adopted the Burnside rules, which implemented the line of scrimmage and down-and-distance system from American football, among others.[123] Canadian football then implemented the legal forward pass in 1929.[124] American and Canadian football remain different codes, stemming from rule changes that the American side of the border adopted but the Canadian side has not."
https://en.wikipedia.org/wiki/Football,"By the 1870s, Rugby and Association football had started to become popular in Ireland. Trinity College Dublin was an early stronghold of Rugby (see the Developments in the 1850s section, above). The rules of the English FA were being distributed widely. Traditional forms of caid had begun to give way to a ""rough-and-tumble game"" which allowed tripping."
https://en.wikipedia.org/wiki/Football,"There was no serious attempt to unify and codify Irish varieties of football, until the establishment of the Gaelic Athletic Association (GAA) in 1884. The GAA sought to promote traditional Irish sports, such as hurling and to reject imported games like Rugby and Association football. The first Gaelic football rules were drawn up by Maurice Davin and published in the United Ireland magazine on 7 February 1887.[125] Davin's rules showed the influence of games such as hurling and a desire to formalise a distinctly Irish code of football. The prime example of this differentiation was the lack of an offside rule (an attribute which, for many years, was shared only by other Irish games like hurling, and by Australian rules football)."
https://en.wikipedia.org/wiki/Football,"The International Rugby Football Board (IRFB) was founded in 1886,[126] but rifts were beginning to emerge in the code. Professionalism had already begun to creep into the various codes of football."
https://en.wikipedia.org/wiki/Football,"In England, by the 1890s, a long-standing Rugby Football Union ban on professional players was causing regional tensions within rugby football, as many players in northern England were working class and could not afford to take time off to train, travel, play and recover from injuries. This was not very different from what had occurred ten years earlier in soccer in Northern England but the authorities reacted very differently in the RFU, attempting to alienate the working class support in Northern England. In 1895, following a dispute about a player being paid broken time payments, which replaced wages lost as a result of playing rugby, representatives of the northern clubs met in Huddersfield to form the Northern Rugby Football Union (NRFU). The new body initially permitted only various types of player wage replacements. However, within two years, NRFU players could be paid, but they were required to have a job outside sport."
https://en.wikipedia.org/wiki/Football,"Over time, the RFU form of rugby, played by clubs which remained members of national federations affiliated to the IRFB, became known as rugby union."
https://en.wikipedia.org/wiki/Football,"The need for a single body to oversee association football had become apparent by the beginning of the 20th century, with the increasing popularity of international fixtures. The English Football Association had chaired many discussions on setting up an international body, but was perceived as making no progress. It fell to associations from seven other European countries: France, Belgium, Denmark, Netherlands, Spain, Sweden, and Switzerland, to form an international association. The Fédération Internationale de Football Association (FIFA) was founded in Paris on 21 May 1904.[127] Its first president was Robert Guérin.[127] The French name and acronym has remained, even outside French-speaking countries."
https://en.wikipedia.org/wiki/Football,"In each of the United Kingdom, the United States, and Canada, one football code is known solely as ""football"", while the others generally require a qualifier. In New Zealand, ""football"" historically referred to rugby union, but more recently may be used unqualified to refer to association football. The sport meant by the word ""football"" in Australia is either Australian rules football or rugby league, depending on local popularity (which largely conforms to the Barassi Line). In francophone Quebec, where Canadian football is more popular, the Canadian code is known as le football while American football is known as le football américain and association football is known as le soccer.[129]"
https://en.wikipedia.org/wiki/Football,Games still played at UK public (independent) schools:
https://www.20minutes.fr/sport/football/,Les joueurs des Girondins démentent les allégations de racisme
https://www.20minutes.fr/sport/football/,Olivier Giroud peut-il redevenir indispensable en équipe de France ?
https://www.20minutes.fr/sport/football/,Retrouvez toute l’actualité de l’équipe aux deux étoiles
https://www.20minutes.fr/sport/football/,"Eliminé en barrages du Mondial 2022 jeudi au Portugal, l’attaquant lillois, qui a manqué un penalty, a décidé de quitter la sélection turque"
https://www.20minutes.fr/sport/football/,"Les supporters du FC Nantes réclament au club un plus grand nombre de places pour assister à la finale de la Coupe de France face à Nice, le 7 mai"
https://www.20minutes.fr/sport/football/,"Le choix de Kylian Mbappé de ne pas honorer ses engagements avec les partenaires des Bleus, mardi à Clairefontaine, va forcément faire bouger les lignes"
https://www.20minutes.fr/sport/football/,"Auteur d’un but sur penalty, Neymar a joué un rôle important jeudi dans la facile victoire du Brésil, déjà qualifié pour le Mondial 2022, face au Chili (4-0)"
https://www.britannica.com/sports/football-soccer,"Modern football originated in Britain in the 19th century. Though “folk football” had been played since medieval times with varying rules, the game began to be standardized when it was taken up as a winter game at public schools. The Football Association, formed in 1863, codified the rules of the game and hosted the first cup competition between regional football clubs in Britain."
https://www.britannica.com/sports/football-soccer,"football, also called association football or soccer, game in which two teams of 11 players, using any part of their bodies except their hands and arms, try to maneuver the ball into the opposing team’s goal. Only the goalkeeper is permitted to handle the ball and may do so only within the penalty area surrounding the goal. The team that scores more goals wins."
https://www.britannica.com/sports/football-soccer,"Modern football originated in Britain in the 19th century. Since before medieval times, “folk football” games had been played in towns and villages according to local customs and with a minimum of rules. Industrialization and urbanization, which reduced the amount of leisure time and space available to the working class, combined with a history of legal prohibitions against particularly violent and destructive forms of folk football to undermine the game’s status from the early 19th century onward. However, football was taken up as a winter game between residence houses at public (independent) schools such as Winchester, Charterhouse, and Eton. Each school had its own rules; some allowed limited handling of the ball and others did not. The variance in rules made it difficult for public schoolboys entering university to continue playing except with former schoolmates. As early as 1843 an attempt to standardize and codify the rules of play was made at the University of Cambridge, whose students joined most public schools in 1848 in adopting these “Cambridge rules,” which were further spread by Cambridge graduates who formed football clubs. In 1863 a series of meetings involving clubs from metropolitan London and surrounding counties produced the printed rules of football, which prohibited the carrying of the ball. Thus, the “handling” game of rugby remained outside the newly formed Football Association (FA). Indeed, by 1870 all handling of the ball except by the goalkeeper was prohibited by the FA."
https://www.britannica.com/sports/football-soccer,"The new rules were not universally accepted in Britain, however; many clubs retained their own rules, especially in and around Sheffield. Although this northern English city was the home of the first provincial club to join the FA, in 1867 it also gave birth to the Sheffield Football Association, the forerunner of later county associations. Sheffield and London clubs played two matches against each other in 1866, and a year later a match pitting a club from Middlesex against one from Kent and Surrey was played under the revised rules. In 1871 15 FA clubs accepted an invitation to enter a cup competition and to contribute to the purchase of a trophy. By 1877 the associations of Great Britain had agreed upon a uniform code, 43 clubs were in competition, and the London clubs’ initial dominance had diminished."
https://www.lefigaro.fr/sports/football,"Deuxième meilleur buteur de la Ligue des Champions cette saison avec 11 réalisations, l'Ivoirien affronte ce vendredi l'équipe de France. Retour sur le parcours d’un jeune coq devenu éléphant."
https://www.lefigaro.fr/sports/football,"Tout sourire depuis le début du rassemblement de l'Albiceleste, à Ezeiza, le septuple Ballon d'or est chouchouté par tout un peuple. Ça le change..."
https://www.lefigaro.fr/sports/football,Football : les plus beaux buts de la saison 2021-22 en vidéo
https://www.lefigaro.fr/sports/football,"Les joueurs de Didier Deschamps accueillent ce vendredi (21h15), au Stade Vélodrome, les Éléphants de Côte d'Ivoire."
https://www.lefigaro.fr/sports/football,"Les buteurs Otavio et Jota, les ratés de Ronaldo et la drôle de soirée de Yilmaz... Retrouvez les tops et les flops de Portugal-Turquie (3-1)."
https://www.lefigaro.fr/sports/football,"Après avoir déjà manqué la Coupe du monde 2018, les joueurs de Roberto Mancini, surpris par la Macédoine du Nord ce jeudi à Palerme (0-1), manqueront l'édition 2022. Tremblement de terre..."
https://www.lefigaro.fr/sports/football,"Opposées en finale de la CAN début février, les deux nations se retrouvent pour se disputer l'un des derniers tickets pour la Coupe du monde au Qatar."
https://www.lefigaro.fr/sports/football,"RÉCIT - En tant que joueur, puis entraîneur de l’OM, le sélectionneur des Bleus a tout connu. Des moments magiques, historiques mais aussi tumultueux et chaotiques."
https://www.lefigaro.fr/sports/football,"Le sélectionneur, qui entame une nouvelle expérience ce jeudi, raconte son incroyable parcours."
https://www.lefigaro.fr/sports/football,"Dans un entretien accordé au quotidien L'Équipe, l'attaquant français s'est confié sur son retour en équipe de France, et sur son attente d'avoir une discussion avec Didier Deschamps."
https://www.lefigaro.fr/sports/football,"Comme chaque année, L'Equipe révèle la grille de salaires des clubs de Ligue 1. Sans surprise, le PSG domine très nettement le classement."
https://www.lefigaro.fr/sports/football,"VIDÉO - L'attaquant et capitaine monégasque Wissam Ben Yedder a trompé la défense parisienne d'un subtil geste du pied gauche, dimanche au stade Louis-II (3-0)."
https://www.lefigaro.fr/sports/football,Le sélectionneur des Bleus a longuement été questionné sur le retour d'Olivier Giroud lors du point presse à Clairefontaine.
https://www.lefigaro.fr/sports/football,"Le nouveau but de Milik, la progression de Gerson, mais également le match raté de Delort et des Niçois : retrouvez les Tops et les Flops de la rédaction à l'issue de ce match entre Marseille et Nice (2-1)."
https://www.lefigaro.fr/sports/football,"Deux défenses centrales sérieuses face à des attaquants peu inspirés et un arbitrage à deux vitesses, découvrez les tops et flops de ce Stade de Reims - OL (0-0)."
https://www.lefigaro.fr/sports/football,"Amadou Onana buteur, l'attaque Nantaise en déroute. Découvrez les tops et les flops de la rédaction après le succès de Lille face à Nantes (0-1)."
https://www.lefigaro.fr/sports/football,"À la Beaujoire, un LOSC réduit à dix est parvenu à conserver son avantage d'un but pour recoller aux places européennes."
https://www.lefigaro.fr/sports/football,"Crucial dans la conquête du titre la saison dernière, l’avant-centre turc traîne sa peine depuis le début de la saison, au point d’être devenu un problème au sein du LOSC."
https://www.lefigaro.fr/sports/football,"Dans un match important pour le maintien, Troyes se satisfait du résultat, Boudebouz sauve les Verts sur penalty... Retrouvez les Tops et Flops du match nul entre Saint-Etienne et Troyes (1-1)."
https://www.lefigaro.fr/sports/football,"Qualifiés pour les quarts de finale de la 3e Coupe d'Europe, les Marseillais affronteront le club grec."
https://www.lefigaro.fr/sports/football,"Dernier représentant français en Ligue Europa, l'Olympique lyonnais affrontera le club londonien de West Ham pour une place en demi-finale."
https://www.lefigaro.fr/sports/football,"Dembélé buteur, pas Vitinha, Dubois qui se met en valeur... Les tops et flops après la qualification lyonnaise face au FC Porto (1-1) ce jeudi, en C3."
https://www.lefigaro.fr/sports/football,"Le but d'Ünder, le manqué d'Harit ou encore l'entrée décisive de Gerson : retrouvez nos tops et flops après la victoire marseillaise à Bâle ce jeudi (1-2)."
https://www.lefigaro.fr/sports/football,"Battus 2-0 à l'aller, au Portugal, les joueurs de la Principauté ont concédé le nul face à Braga ce jeudi, à Louis II. Ils sont éliminés au stade des 8es de finale."
https://www.lefigaro.fr/sports/football,"Battus 2-0 au match aller, les Monégasques doivent s'imposer face à Braga s’ils veulent passer en quarts de finale d’Europa League. Un défi de taille pour son entraîneur Philippe Clément qui peine à convaincre depuis son arrivée en début d’année."
https://www.lefigaro.fr/sports/football,"S'ils sont loin du compte en championnat, les joueurs de Peter Bosz parviennent souvent à donner le meilleur d'eux-mêmes en C3. Grand écart."
https://www.lefigaro.fr/sports/football,Les articles en illimité à partir d'1€ sans engagement
https://www.lemonde.fr/football/,"La défaite de la Squadra Azzurra contre la Macédoine du Nord, jeudi (1-0), qui prive une deuxième fois l’équipe de Coupe du monde, sonne comme un « adieu à une Nazionale perdue à jamais », déplore « La Repubblica »."
https://www.lemonde.fr/football/,"Les deux matches de barrage pour la Coupe du monde, les 25 et 29 mars, seront le premier défi du nouveau sélectionneur des Lions indomptables."
https://www.lemonde.fr/football/,"Trois des sept attaquants choisis par Didier Deschamps pour affronter la Côte d’Ivoire, vendredi, et l’Afrique du Sud, mardi prochain, sont passés par la formation du PSG, sans que le club les retiennent."
https://www.lemonde.fr/football/,"Les vingt clubs de Ligue 1 ont réussi à s’entendre sur la répartition de l’enveloppe de 1,5 milliard d’euros que doit apporter le fonds CVC, contre 13 % du capital de la nouvelle filiale commerciale de la Ligue de football professionnel."
https://www.lemonde.fr/football/,"Les clubs de Ligue 1 se partageront 1,130 milliard d’euros. Le PSG touchera à lui seul 200 millions d’euros. Six clubs percevront au moins 80 millions d’euros chacun, et les treize autres clubs, 33 millions chacun."
https://www.lemonde.fr/football/,"Assommés par les défaites de leur club fétiche, les fans du Paris Saint Germain traînent un spleen tenace. Déni, abstinence, voire infidélité : toutes les solutions sont envisagées."
https://www.lemonde.fr/football/,"Le footballeur a refusé, mardi 22 mars, de participer à une séance photo avec les sponsors de l’équipe de France. Ses avocats estiment que l’accord conclu en 2010 ne permet pas le « respect des valeurs propres à chaque joueur »."
https://www.lemonde.fr/football/,"Huit mois après leur victoire à l’Euro, les Italiens sont contraints de passer par les barrages. Un itinéraire bis qui débute jeudi contre la Macédoine du Nord."
https://www.lemonde.fr/football/,"Le fonds CVC s’apprête à acquérir, contre 1,5 milliard d’euros, 13 % de la société commerciale que va créer la Ligue de football professionnel (LFP). Reste à déterminer la contrepartie de cet apport et la clé de répartition entre les clubs, écrit le blog Money Time"
https://www.lemonde.fr/football/,"Désormais, la colère des supporters parisiens n’épargne plus les dirigeants du PSG et leur politique sportive, écrit notre chroniqueur Jérôme Latta."
https://www.lemonde.fr/football/,"Alors que le club s’avance vers un dixième de champion de France, l’élimination en Ligue des champions est encore bien présente chez les supporteurs."
https://www.lemonde.fr/football/,"L’expression accorde abusivement ce statut à certains clubs, et en envoie d’autres aux oubliettes, constate le journaliste Jérôme Latta sur son blog."
https://www.lemonde.fr/football/,"Lorsque la guerre a débuté, une quinzaine de joueurs africains évoluaient en ligues 1 et 2 du championnat ukrainien. Deux d’entre eux racontent leur exode de Kharkiv à Paris."
https://www.lemonde.fr/football/,"Battus, mercredi, par un champion d’Europe en titre réaliste (1-2), les joueurs du LOSC quittent la compétition au stade des huitièmes de finale."
https://www.lemonde.fr/football/,"Déjà battu au match aller, le LOSC s’est incliné, mercredi 16 mars, face au tenant du titre de la compétition (1-2). Une semaine après l’élimination du PSG face au Real Madrid, il n’y a plus d’équipe française en C1."
https://www.lemonde.fr/football/,"L’international sénégalais affronte Lille, mercredi soir, avec son club de Chelsea. Aujourd’hui reconnu comme l’un des meilleurs gardiens du monde, il est devenu professionnel sur le tard, après un passage par la case chômage."
https://www.lemonde.fr/football/,"Après avoir concédé le nul à l’aller, les deux clubs se sont imposés et retrouveront Liverpool, le Bayern Munich, le Real Madrid et Manchester City en quarts de finale."
